customer_tenure_months,customer_age,gender,region,contract_type,payment_method,has_premium_plan,num_products_subscribed,has_online_support,has_loyalty_program,monthly_spend_eur,avg_monthly_data_gb,num_support_calls_last_6m,num_purchases_last_3m,days_since_last_purchase,return_rate_pct,promotion_response_rate,satisfaction_score,nps_score,churned
32,32,Male,Central,Two Year,Credit Card,0,1,1,0,30.2,16.3,1,4,0,7.6,0.179,1.6,7,0
48,31,Female,Central,Month-to-Month,Digital Wallet,0,3,1,0,30.13,5.1,1,1,9,6.9,0.5,4,6,0
5,52,Female,North,One Year,Invoice,0,1,0,1,11.62,6,1,4,26,4.5,0.041,3.5,8,0
14,18,Male,North,Two Year,Digital Wallet,0,3,1,0,65.16,15.7,0,9,1,1.6,0.137,3.1,2,0
11,35,Female,East,One Year,Credit Card,1,5,0,0,188.83,4.3,1,6,13,3.5,0.58,3.2,7,0
56,72,Female,West,Month-to-Month,Credit Card,1,2,1,1,33.45,5.4,3,2,1,4.7,0.665,3.3,6,0
19,42,Female,West,Month-to-Month,Credit Card,0,1,0,1,28.02,9.9,0,3,1,1.9,0.514,3.4,6,1
21,26,Male,Central,One Year,Bank Transfer,0,2,0,0,17.45,0.2,0,5,4,5.2,0.394,4,6,0
23,60,Male,Central,Month-to-Month,Invoice,0,2,1,1,83.94,54.5,1,5,7,0.3,0.066,4.6,8,0
1,61,Male,West,One Year,Credit Card,1,2,1,0,73.26,34.4,1,5,60,2.7,0.517,3.1,6,0
14,70,Female,North,Month-to-Month,Bank Transfer,1,2,0,1,25.72,6.6,1,5,3,7.8,0.146,2.9,6,1
24,19,Female,South,Month-to-Month,Invoice,0,2,1,1,28.5,26.1,1,1,15,2.4,0.386,2.5,10,0
30,69,Female,Central,Month-to-Month,Bank Transfer,0,3,0,0,44.43,12.6,0,0,8,1.1,0.27,3.2,3,0
5,45,Male,Central,Month-to-Month,Credit Card,0,3,1,0,28.44,8.9,0,4,11,13.9,0.252,3.7,6,1
5,27,Female,Central,One Year,Invoice,0,1,1,1,26.99,6,0,7,29,7.6,0.321,3.7,5,0
17,19,Female,North,Two Year,Credit Card,0,4,0,0,25.5,7.4,0,2,15,9.1,0.229,4.7,4,0
9,38,Female,West,One Year,Bank Transfer,0,1,0,0,29.06,13.1,0,2,0,16.5,0.396,5,5,0
2,21,Male,West,Two Year,Digital Wallet,0,5,0,0,42.98,9.1,1,6,18,22.5,0.814,5,7,0
52,74,Male,Central,Month-to-Month,Bank Transfer,0,2,0,1,110.57,21.6,1,5,3,3.2,0.336,2.6,6,0
7,79,Male,South,Month-to-Month,Digital Wallet,1,2,1,1,17.6,35.6,2,7,16,0.8,0.105,,7,1
30,29,Male,North,Two Year,Credit Card,0,1,0,1,13.94,3,1,5,3,0.2,0.088,3.9,7,0
19,62,Female,East,Month-to-Month,Digital Wallet,0,1,0,0,72.04,19,0,2,19,3.4,0.198,3.5,7,0
55,78,Male,South,Month-to-Month,Credit Card,1,1,1,0,31.7,17.2,0,4,34,8.6,0.483,4.1,6,0
8,46,Male,North,Month-to-Month,Invoice,0,1,0,0,17.01,7.5,1,4,25,6.4,0.192,4.6,10,1
11,76,Male,East,Two Year,Bank Transfer,1,2,1,1,19.58,8.5,0,4,13,17.5,0.46,3.5,6,0
14,54,Female,North,Two Year,Credit Card,1,4,1,0,38.61,29.9,2,7,44,1.5,0.208,4.2,9,0
17,33,Male,North,Month-to-Month,Credit Card,1,2,0,1,45.41,7.1,2,7,85,10.6,0.522,4.1,9,1
2,59,Male,East,One Year,Bank Transfer,0,2,0,1,9.73,11.3,0,4,44,2,0.215,1.4,2,0
67,21,Female,Central,One Year,Digital Wallet,0,5,1,1,46.57,0.2,1,3,22,4,0.373,4.3,5,0
5,41,Male,West,Two Year,Digital Wallet,1,2,0,1,29.07,9.7,2,4,8,6.1,0.164,2.9,4,0
91,54,Male,Central,Two Year,Invoice,1,3,0,1,14.57,13.8,0,3,2,14.4,0.11,2.7,5,0
40,51,Female,East,Month-to-Month,Credit Card,1,1,1,1,20.87,1,2,2,5,4,0.136,4.2,5,0
1,75,Female,North,One Year,Credit Card,1,2,1,1,56.21,8.7,1,4,8,12,0.316,3.2,2,0
39,29,Female,South,Month-to-Month,Digital Wallet,1,2,0,1,66.77,22.4,1,7,40,8.2,0.417,2,7,0
32,61,Male,West,Month-to-Month,Bank Transfer,1,2,1,0,19.44,8.2,0,1,76,2.8,0.319,3.9,6,0
7,26,Female,South,Two Year,Bank Transfer,1,2,0,0,10.06,6.2,2,1,73,0,0.326,,6,0
10,46,Male,West,Month-to-Month,Credit Card,1,1,1,0,19.79,14,5,2,12,5,0.108,4,4,1
1,65,Female,North,One Year,Invoice,0,1,0,0,20.45,17.5,0,1,11,0.2,0.248,3.7,6,0
1,51,Male,East,Two Year,Credit Card,1,2,0,1,72.67,3.9,0,5,38,4.6,0.148,4.8,8,0
44,24,Female,East,Month-to-Month,Invoice,0,1,0,1,20.89,15.4,3,5,11,1.7,0.108,,8,0
22,29,Female,Central,One Year,Invoice,0,1,1,0,30.23,4,2,3,55,0.8,0.36,1.7,5,0
8,21,Female,Central,Month-to-Month,Invoice,0,4,1,1,29.7,3,0,2,24,2.6,0.153,4.2,7,0
6,65,Male,South,Month-to-Month,Bank Transfer,0,2,0,0,99.1,7.5,0,5,16,1.2,0.35,4.4,2,0
68,31,Male,South,Two Year,Credit Card,1,1,0,0,30.89,26.8,1,4,79,0.2,0.239,3.7,5,0
37,62,Male,Central,Month-to-Month,Bank Transfer,0,2,1,0,53.78,1.4,0,4,42,1.4,0.412,4,6,0
62,51,Male,South,Two Year,Credit Card,1,2,1,1,18.92,13.6,2,7,1,0,0.206,5,8,0
2,26,Male,North,Month-to-Month,Credit Card,0,4,1,0,38.94,56.8,0,5,12,18,0.209,,8,1
6,28,Male,East,One Year,Invoice,0,1,1,1,57.66,31.7,0,2,41,1.8,0.743,3.9,0,0
7,74,Male,North,Month-to-Month,Credit Card,1,2,1,1,35.2,7.1,2,5,39,9.4,0.229,2.9,6,1
42,19,Male,West,Two Year,Invoice,0,3,0,0,51.14,7.7,3,2,36,0.1,0.373,3.8,5,0
11,55,Female,South,One Year,Credit Card,0,1,1,1,37.44,1.7,3,3,6,45.8,0.299,2.8,7,1
27,22,Male,South,One Year,Digital Wallet,1,2,1,0,37.88,29,2,5,1,21.9,0.352,,6,0
32,79,Female,Central,Two Year,Digital Wallet,0,1,0,1,74.41,24.9,2,3,20,4.3,0.232,3.6,6,0
11,60,Female,South,Two Year,Credit Card,1,3,0,1,29.46,6,0,4,52,3.3,0.347,4.5,7,0
4,73,Female,North,Month-to-Month,Bank Transfer,0,2,1,0,55.04,11.3,1,3,52,6.7,0.54,,5,0
80,61,Male,East,Month-to-Month,Bank Transfer,0,3,0,0,29.51,1.2,0,4,19,6,0.138,3.7,7,0
12,68,Female,East,Month-to-Month,Digital Wallet,0,2,0,1,17.54,5.3,1,0,45,4,0.606,4.7,10,0
49,58,Female,North,Month-to-Month,Credit Card,1,4,1,1,7.72,19.8,1,6,5,11.3,0.329,,3,0
48,67,Male,North,One Year,Invoice,1,1,1,1,23.52,8.9,1,7,4,6.8,0.166,3.5,3,0
5,69,Male,West,Two Year,Digital Wallet,1,1,1,1,13.47,14.3,1,6,37,21.1,0.413,,1,1
42,43,Male,East,One Year,Bank Transfer,0,3,1,0,126.11,9.8,3,2,71,0.6,0.224,4.1,7,0
12,76,Male,West,Month-to-Month,Credit Card,1,1,0,0,35.24,7.5,0,3,2,4.3,0.139,4.5,,0
70,20,Female,West,Two Year,Invoice,0,2,0,0,48.59,5.4,2,6,67,4.9,0.521,4,3,0
24,50,Female,Central,Two Year,Digital Wallet,0,5,0,0,49.62,42.6,2,11,6,9.4,0.288,4.5,4,0
63,70,Male,Central,Two Year,Bank Transfer,0,2,1,0,79.37,4.7,4,0,17,0.4,0.068,3.1,4,0
1,37,Male,North,Month-to-Month,Digital Wallet,0,2,0,0,21.94,9.4,2,7,0,9.5,0.337,3.3,4,1
90,24,Female,South,Month-to-Month,Digital Wallet,1,4,1,1,47.42,43.8,0,5,4,0.8,0.224,2.9,0,0
8,73,Male,North,Two Year,Credit Card,0,2,0,1,29.62,0.4,0,6,11,6.1,0.273,3.9,7,0
19,32,Female,North,Month-to-Month,Credit Card,0,3,1,1,19.8,4.6,0,4,16,3.7,0.473,3.3,5,0
15,62,Female,Central,Month-to-Month,Credit Card,0,2,0,1,15.61,7.2,1,8,32,0.1,0.082,4.4,7,1
14,27,Female,South,Two Year,Credit Card,1,1,1,0,36.1,20.6,3,6,40,0.6,0.053,3.1,7,0
14,26,Female,West,Two Year,Credit Card,0,2,1,1,49.65,22.6,1,2,25,13.7,0.27,4.2,8,0
22,26,Male,South,Two Year,Invoice,1,4,0,1,78.19,40.1,1,3,10,26,0.227,3,6,0
58,37,Male,Central,Month-to-Month,Digital Wallet,1,1,0,1,93.09,12.6,0,2,25,0.3,0.246,3.7,7,0
21,24,Male,West,Two Year,Invoice,0,2,1,1,21.44,24.4,2,2,18,28.7,0.276,3.4,6,0
35,37,Female,Central,Month-to-Month,Invoice,1,4,0,0,39.93,16.4,0,5,36,0.2,0.466,4.5,4,0
6,34,Female,North,Two Year,Bank Transfer,1,3,0,0,35.43,5.6,0,2,11,25.6,0.19,1.5,4,1
14,72,Male,South,Month-to-Month,Digital Wallet,0,5,1,1,28.03,14.5,1,7,8,4,0.3,4,2,0
38,61,Male,East,Two Year,Invoice,1,2,0,0,22.52,0.8,2,6,98,14.9,0.222,3,5,0
1,40,Female,South,Two Year,Digital Wallet,0,2,1,0,43.33,16.3,1,0,17,12.2,0.456,2.7,4,0
25,70,Female,North,Month-to-Month,Credit Card,0,2,0,1,22.1,0.6,0,3,0,1.2,0.585,3.7,1,0
2,60,Female,North,One Year,Digital Wallet,1,2,1,0,54.02,4.9,3,7,15,6.1,0.018,3.7,8,0
15,25,Male,East,Month-to-Month,Digital Wallet,1,4,1,1,,3.5,1,4,3,9.7,0.127,2.7,7,1
28,63,Female,East,Two Year,Digital Wallet,0,1,1,1,12.68,4,0,7,76,12.1,0.184,3.8,7,0
44,47,Male,East,Month-to-Month,Credit Card,0,1,1,0,15.89,26.6,0,4,13,7.1,0.273,3.9,4,0
3,30,Male,South,One Year,Credit Card,0,3,1,1,62.94,5.4,4,3,20,17,0.152,3.5,7,0
17,18,Male,West,Month-to-Month,Bank Transfer,0,5,1,1,18.04,0.7,2,5,25,12.9,0.256,4,8,0
29,73,Female,North,One Year,Credit Card,0,5,0,0,29.3,12.4,0,5,1,12.1,0.206,5,5,0
40,52,Female,West,One Year,Bank Transfer,1,1,0,1,16.43,3.7,0,3,1,0.7,0.134,3.6,5,0
13,21,Male,Central,Month-to-Month,Invoice,0,2,1,0,10.23,2.9,1,2,28,8.5,0.397,3.1,8,1
5,44,Male,North,Month-to-Month,Invoice,1,3,1,1,16.21,3.2,1,3,5,0.8,0.295,3.6,9,0
48,48,Male,East,One Year,Credit Card,1,3,0,1,,3.1,1,2,5,1.7,0.145,3.1,6,0
1,63,Male,Central,Month-to-Month,Credit Card,1,4,0,0,50.8,22.1,1,1,31,9.5,0.272,4,1,1
2,35,Female,West,Month-to-Month,Digital Wallet,1,1,0,0,17.48,12.1,1,4,1,17.3,0.539,4.2,5,0
42,21,Female,South,One Year,Bank Transfer,0,1,1,0,21.68,25.2,1,3,15,0,0.293,2.6,5,0
16,33,Male,West,Month-to-Month,Credit Card,0,3,0,0,43.91,27.8,3,1,1,16,0.394,3.5,9,0
32,71,Male,East,Month-to-Month,Digital Wallet,0,1,0,1,38.72,15.6,0,2,75,7,0.07,3.3,8,1
2,26,Female,East,Two Year,Credit Card,0,4,0,1,62.97,10,1,5,28,0.7,0.376,3.4,10,0
42,30,Female,North,Month-to-Month,Digital Wallet,0,2,0,0,201.68,2.7,3,6,,7,0.316,4.1,5,1
6,42,Female,South,Month-to-Month,Credit Card,0,1,1,1,34.23,19.9,3,3,19,5.9,0.182,4.7,5,0
20,72,Male,Central,Two Year,Digital Wallet,1,1,1,1,13.61,5.9,1,9,6,2.8,0.644,4.2,9,0
2,55,Male,South,Month-to-Month,Credit Card,1,2,0,1,22.03,35.8,2,4,45,1.1,0.168,,7,1
6,40,Female,Central,One Year,Digital Wallet,0,1,1,1,15.34,6.8,3,3,8,13.8,0.469,2.9,4,0
12,54,Female,North,Two Year,Bank Transfer,0,2,1,1,26.71,5.7,1,2,32,8.1,0.206,2.2,7,0
24,49,Female,Central,Two Year,Invoice,0,3,1,1,66.06,5.9,1,0,2,24.9,0.224,3.2,0,0
77,41,Male,West,One Year,Credit Card,0,4,0,1,47.88,35.4,1,0,66,0.7,0.313,1.4,10,0
25,48,Female,West,One Year,Bank Transfer,1,4,0,1,9.08,17.1,2,5,,0.7,0.192,5,6,0
9,18,Male,South,Month-to-Month,Invoice,1,1,0,0,17.12,10.1,1,6,40,7.2,0.258,2.9,6,1
35,72,Male,South,One Year,Digital Wallet,1,4,0,1,66.01,15.4,0,3,16,2.2,0.288,1.9,5,0
26,69,Male,West,Month-to-Month,Digital Wallet,0,2,0,1,99.03,19.3,2,3,8,16.5,0.206,,0,1
19,61,Male,South,Month-to-Month,Digital Wallet,1,3,0,1,14.31,3.3,1,2,46,2.3,0.27,4.3,3,0
120,71,Female,West,Month-to-Month,Credit Card,1,3,0,1,33.32,40.7,1,6,0,10.9,0.208,4.1,6,0
5,44,Female,Central,One Year,Bank Transfer,0,1,1,1,10.31,9.8,1,4,7,1.9,0.283,3.9,5,0
75,38,Female,West,Month-to-Month,Bank Transfer,0,1,1,0,40.74,3.2,0,2,2,4,0.507,3.3,7,0
18,26,Male,North,One Year,Digital Wallet,1,2,0,0,69.67,16.5,1,3,4,5.9,0.255,3.8,5,0
12,46,Male,Central,One Year,Bank Transfer,0,2,1,1,17.84,12.8,1,3,41,19.1,0.24,,4,0
11,54,Female,North,One Year,Credit Card,0,1,1,1,44.67,2.3,2,5,19,0.4,0.442,1.6,2,1
81,43,Male,East,Month-to-Month,Invoice,0,1,1,0,44.93,9.3,3,4,20,9,0.319,3.9,2,0
4,51,Female,West,Month-to-Month,Credit Card,1,1,1,1,18.51,1,2,4,52,3.6,0.075,3.2,4,1
18,64,Male,South,Month-to-Month,Credit Card,0,2,1,1,37.34,13.1,3,3,54,0.9,0.434,3.7,4,1
22,38,Female,Central,One Year,Invoice,1,4,1,1,54.66,10.4,0,5,8,1.6,0.411,4.8,8,0
17,61,Male,South,One Year,Bank Transfer,1,4,1,0,55.04,18.7,3,5,5,0.1,0.069,,4,0
12,38,Male,North,Month-to-Month,Invoice,0,1,0,0,,3.6,0,5,22,3.9,0.514,4.4,5,1
4,33,Male,North,Two Year,Digital Wallet,0,1,1,0,14.72,0.7,1,2,54,0.9,0.293,2.5,2,0
6,38,Male,North,Two Year,Credit Card,0,4,1,1,48,3.4,1,3,22,6.1,0.138,4.8,7,0
6,76,Female,North,One Year,Digital Wallet,0,2,1,0,104.02,7.3,0,2,68,0.5,0.347,2.3,7,0
54,45,Male,West,Month-to-Month,Credit Card,0,2,1,0,24.78,5.8,0,2,33,21.5,0.367,3.8,3,0
48,32,Female,North,Month-to-Month,Credit Card,0,4,0,0,26.05,2.6,0,4,63,4.8,0.325,3.7,1,0
1,64,Female,Central,Month-to-Month,Bank Transfer,1,1,1,1,32.76,37.3,0,2,3,4,0.077,3.9,2,0
1,28,Male,East,Month-to-Month,Invoice,1,2,1,0,30.97,46.3,1,2,37,5,0.436,4.6,4,0
12,58,Male,South,Month-to-Month,Digital Wallet,1,1,1,1,70.25,6.9,1,2,20,4.7,0.197,4.2,2,0
13,18,Male,North,Two Year,Digital Wallet,1,2,1,1,69.08,4.1,1,6,0,26.2,0.146,3.2,6,0
13,67,Female,South,Month-to-Month,Digital Wallet,0,2,0,0,21.64,34.7,1,1,27,11.1,0.442,3.2,6,1
1,52,Female,North,Two Year,Digital Wallet,1,3,1,0,50.14,10.8,2,7,7,19.2,0.137,3.6,5,1
9,30,Male,North,Month-to-Month,Credit Card,1,1,1,1,32.74,5.3,1,3,7,8.1,0.099,4.9,10,0
34,22,Male,Central,Month-to-Month,Invoice,0,1,0,1,54.24,3.5,1,6,5,22.2,0.343,4.6,5,0
9,48,Male,Central,Two Year,Bank Transfer,0,2,0,1,18.8,16.8,0,3,57,8.2,0.245,3.7,6,0
48,76,Male,South,Two Year,Credit Card,0,3,1,0,61.63,42.9,1,4,75,4.4,0.346,3.4,6,0
39,19,Female,East,Month-to-Month,Credit Card,0,2,1,0,24.78,6.4,0,5,29,2.8,0.106,3.2,8,1
47,37,Female,Central,Two Year,Invoice,1,1,1,0,17.6,15.1,1,3,11,0.5,0.231,3.3,9,0
5,27,Male,North,Month-to-Month,Bank Transfer,0,2,1,1,21.47,4.7,2,5,29,8.8,0.122,3.1,9,1
50,64,Male,Central,Month-to-Month,Bank Transfer,0,3,0,1,19.83,0.8,1,0,2,5,0.328,3.4,4,0
16,24,Female,Central,One Year,Credit Card,1,1,1,1,57.97,5.3,0,5,49,6.3,0.288,3.2,3,0
4,47,Female,South,Month-to-Month,Digital Wallet,0,3,0,0,38.34,3,0,5,8,5.1,0.155,3,4,0
71,56,Female,West,Month-to-Month,Digital Wallet,1,1,1,0,44.92,7.7,3,3,36,9.3,0.276,3.7,2,1
20,43,Male,Central,Two Year,Bank Transfer,0,1,1,0,24.64,18.4,4,4,64,0.2,0.065,3.9,7,0
12,25,Female,North,One Year,Invoice,1,2,1,0,96.3,1,0,4,34,4.9,0.19,3.7,6,0
1,39,Male,West,Month-to-Month,Bank Transfer,1,3,1,1,182.33,2.3,4,8,28,1.9,0.051,3.7,5,1
102,45,Female,East,Month-to-Month,Bank Transfer,1,1,1,1,35.66,6.5,3,1,28,2.4,0.166,,5,1
39,64,Male,South,One Year,Credit Card,0,2,0,0,33.06,0.8,1,5,30,1,0.259,4.3,6,0
23,72,Female,South,One Year,Bank Transfer,0,4,1,0,16.87,35.1,3,2,0,2.5,0.285,2.8,4,0
82,55,Female,North,One Year,Bank Transfer,0,3,0,1,46.56,4,0,0,15,17,0.053,,6,0
60,78,Male,West,Month-to-Month,Credit Card,1,1,0,1,55.71,24,1,1,13,1.2,0.147,2.3,7,0
57,76,Female,West,Two Year,Credit Card,1,1,0,0,40.21,5.7,1,2,22,9.3,0.673,3.3,3,0
29,56,Female,North,Month-to-Month,Credit Card,1,1,0,0,32.11,1.7,0,1,3,1.9,0.228,5,5,0
31,58,Female,South,Two Year,Bank Transfer,0,4,1,1,34.88,8.9,1,6,60,6.2,0.252,2.6,2,0
1,73,Male,West,One Year,Credit Card,0,2,0,1,,0.7,2,2,15,23.1,0.32,2.9,0,0
1,30,Female,North,Month-to-Month,Bank Transfer,0,2,1,1,61.89,15.6,0,3,0,3,0.186,3.1,2,0
50,73,Male,West,One Year,Bank Transfer,0,2,1,0,38.02,7.5,1,1,17,7.3,0.286,4.2,3,0
61,77,Male,East,Month-to-Month,Invoice,1,4,1,1,21.8,2.1,2,2,129,9.1,0.245,2,7,1
11,59,Male,East,One Year,Bank Transfer,0,5,0,1,70.59,4,1,1,82,14.7,0.346,3.4,7,0
1,32,Female,West,Two Year,Credit Card,0,1,1,0,29.63,6.1,1,6,34,2.2,0.268,3.1,7,0
9,62,Male,North,Month-to-Month,Bank Transfer,0,4,0,0,10.54,3.1,1,2,21,4.8,0.452,3.6,4,1
39,45,Female,East,Month-to-Month,Invoice,1,1,1,0,95.68,26.5,2,3,19,34.9,0.152,3.1,4,1
4,38,Female,South,Month-to-Month,Bank Transfer,0,2,0,0,28.14,22.3,4,2,0,14,0.149,4.3,9,1
10,61,Female,South,Month-to-Month,Bank Transfer,1,4,0,0,68.25,0.1,1,3,21,8.1,0.22,3.4,,1
61,18,Female,East,Month-to-Month,Bank Transfer,1,3,1,0,15.26,26.4,0,2,2,7.1,0.672,4.7,7,0
1,48,Male,West,Month-to-Month,Credit Card,0,2,0,1,26.54,26.5,0,3,15,6.1,0.521,4,1,0
10,74,Male,East,Month-to-Month,Invoice,1,2,1,0,37.05,1.6,1,5,40,6,0.113,4.2,1,1
50,69,Male,East,Month-to-Month,Bank Transfer,0,4,1,1,39.19,11.7,3,2,23,1,0.09,3.1,6,0
4,51,Female,North,Month-to-Month,Bank Transfer,1,1,0,1,44.98,14.4,3,1,29,6.1,0.218,2.4,7,1
4,35,Female,West,Two Year,Bank Transfer,1,3,0,0,26.61,25,2,2,4,7.1,0.291,3.7,2,0
33,31,Male,South,Month-to-Month,Invoice,1,2,1,0,74.19,43.8,2,3,34,22.4,0.293,,5,1
4,55,Female,Central,Two Year,Credit Card,0,2,0,0,17.27,11.8,1,4,32,14.7,0.401,4.3,7,0
14,72,Male,East,Month-to-Month,Digital Wallet,0,2,1,1,148.75,62.1,0,6,9,0.3,0.216,4.7,4,0
69,74,Female,East,Two Year,Bank Transfer,0,1,1,0,45.67,15.8,0,1,30,8.4,0.454,3.6,4,0
10,35,Female,West,Month-to-Month,Credit Card,1,4,1,0,51.24,1.9,3,6,13,2.3,0.49,4,5,0
27,79,Male,East,Two Year,Bank Transfer,0,4,1,1,73.19,23.1,2,3,,22.4,0.344,3,9,0
22,53,Male,West,Month-to-Month,Digital Wallet,0,2,1,1,12.35,12.7,1,6,31,6,0.08,3.6,3,1
2,79,Male,North,Two Year,Invoice,1,3,1,1,,7.1,0,6,43,4.3,0.39,3.3,,0
5,27,Female,North,Month-to-Month,Digital Wallet,0,2,1,0,57.98,70.2,1,2,14,3.6,0.247,2.7,1,1
24,72,Male,Central,Month-to-Month,Invoice,1,1,0,0,55.06,19.6,2,2,9,5.9,0.205,2.6,4,0
1,71,Male,North,One Year,Bank Transfer,0,2,1,1,30.61,27.6,0,5,,13.2,0.285,3.5,9,0
19,18,Male,East,Month-to-Month,Bank Transfer,0,4,0,0,62.95,26.6,6,3,92,13,0.311,4.3,8,1
20,21,Male,East,One Year,Credit Card,1,1,1,1,15.86,36.9,0,2,10,3.6,0.151,4.5,7,0
31,56,Male,South,Month-to-Month,Invoice,0,1,1,0,55.95,4,2,3,14,6.5,0.135,3.6,5,0
4,46,Female,Central,Two Year,Digital Wallet,1,1,1,1,54.61,0.4,1,4,17,7.9,0.111,4.4,2,0
56,74,Male,East,Two Year,Bank Transfer,0,2,1,1,24.95,6.4,3,3,0,0.6,0.185,4.9,7,0
85,79,Male,Central,Two Year,Credit Card,0,2,0,0,16.33,12.5,1,4,40,1.1,0.074,3.6,4,0
2,43,Male,North,Month-to-Month,Bank Transfer,0,4,0,0,44.02,10.3,2,1,24,3.8,0.092,,,1
10,42,Female,West,Month-to-Month,Credit Card,0,1,1,0,48.16,7.1,1,2,10,3.9,0.164,3.1,6,0
6,54,Male,North,Month-to-Month,Digital Wallet,0,4,0,0,20.13,14.5,1,2,14,1.7,0.317,4.4,7,1
44,32,Male,West,One Year,Credit Card,1,1,1,0,43.06,0.7,1,4,1,19.6,0.098,3.1,4,0
15,55,Male,North,Two Year,Digital Wallet,1,2,0,0,31.28,12.3,3,3,24,26.7,0.322,4.6,9,0
24,70,Male,East,Two Year,Digital Wallet,0,2,0,0,28.74,7.5,2,2,37,5.1,0.135,2.2,9,0
6,38,Female,South,Month-to-Month,Credit Card,0,1,1,1,66.79,9.1,1,2,18,5.8,0.444,3,4,0
8,27,Female,East,Month-to-Month,Digital Wallet,1,2,0,0,21.43,22.1,2,4,29,9.4,0.091,5,1,1
52,30,Female,West,Month-to-Month,Digital Wallet,0,1,1,0,15.09,15.4,0,2,27,0.5,0.321,2.8,5,0
6,63,Male,South,Two Year,Digital Wallet,1,2,1,1,16.79,26.6,0,5,0,4.4,0.22,2.9,3,0
30,47,Male,South,Two Year,Bank Transfer,1,2,0,0,30.6,2,2,4,33,2.3,0.545,3.4,4,0
10,52,Male,South,One Year,Credit Card,0,3,0,0,23.04,4.5,1,4,2,3.1,0.538,3.7,1,0
64,64,Female,Central,Month-to-Month,Digital Wallet,0,1,0,0,108.68,4.9,0,4,5,5.2,0.259,2.8,2,0
59,58,Male,South,Month-to-Month,Digital Wallet,0,1,1,1,6.52,8.6,2,6,7,2.3,0.378,3.4,6,0
18,77,Female,Central,Month-to-Month,Digital Wallet,1,2,0,1,51.64,12.8,0,7,1,0.3,0.625,3.9,2,0
10,74,Male,Central,Month-to-Month,Credit Card,1,2,0,1,28.51,5.6,2,4,49,8,0.173,5,5,0
2,46,Female,West,Month-to-Month,Digital Wallet,1,1,0,1,50.64,6.7,1,5,19,9.4,0.054,2.7,4,1
12,71,Female,West,One Year,Invoice,0,2,1,0,24.58,8.5,2,3,8,5,0.214,2.5,,0
13,69,Male,North,Month-to-Month,Bank Transfer,1,3,0,0,,3.5,1,3,37,3.8,0.403,3,7,1
2,60,Female,Central,Month-to-Month,Digital Wallet,0,2,0,1,39.33,34.1,1,3,16,19.8,0.332,,6,1
13,64,Male,Central,Month-to-Month,Digital Wallet,0,1,1,1,15.99,3.1,0,2,,3.3,0.031,3.2,6,1
22,37,Male,North,Month-to-Month,Bank Transfer,1,1,0,0,21.44,9.2,0,1,17,2.7,0.378,3.5,5,0
9,73,Female,North,Month-to-Month,Invoice,0,2,0,1,63.07,28,0,6,46,11.2,0.279,,7,1
1,33,Male,East,Two Year,Digital Wallet,0,1,1,0,41.79,3.6,1,3,27,5.3,0.251,4.1,7,0
17,18,Female,North,Month-to-Month,Bank Transfer,0,1,0,0,55.5,8.7,2,4,17,23.6,0.303,,6,1
75,65,Male,West,Month-to-Month,Credit Card,0,3,1,1,37.88,29.5,3,4,31,1.6,0.244,5,4,0
13,45,Male,East,One Year,Invoice,0,1,1,1,33.27,0.5,2,4,0,39,0.149,5,6,0
53,38,Female,North,Month-to-Month,Credit Card,0,3,0,1,26.94,1.7,4,1,2,12.9,0.265,5,4,0
68,40,Female,South,One Year,Bank Transfer,0,1,1,0,9.54,6.8,3,5,29,7.4,0.668,4.1,5,0
1,35,Female,West,One Year,Credit Card,0,1,0,0,22.18,27.4,2,5,38,15.5,0.206,3.2,5,0
68,52,Male,East,Month-to-Month,Digital Wallet,1,2,0,0,66.23,3.8,3,2,3,3.1,0.115,4.6,9,0
13,53,Female,West,Two Year,Digital Wallet,0,2,1,1,25.1,5.8,2,1,3,3.8,0.107,3.3,0,1
24,56,Male,Central,Month-to-Month,Credit Card,0,1,1,0,40.17,7.1,0,4,1,5.2,0.382,4.4,4,0
51,22,Female,South,Two Year,Bank Transfer,0,2,1,0,30.1,5.7,0,4,0,21.8,0.38,4,3,0
7,27,Male,Central,Month-to-Month,Digital Wallet,0,1,1,1,22.8,26,1,3,7,3.9,0.3,3.5,,0
62,48,Female,East,Month-to-Month,Bank Transfer,1,2,0,1,8.14,17.2,2,4,12,0.7,0.183,3.6,8,0
37,67,Female,East,One Year,Digital Wallet,1,3,1,0,17.51,10.3,1,5,7,12.7,0.395,3.9,9,0
30,51,Female,Central,Month-to-Month,Credit Card,0,1,0,0,35.05,2.3,2,1,29,0.6,0.036,,2,1
104,50,Male,Central,Month-to-Month,Digital Wallet,1,3,0,0,33.45,14.5,1,7,41,0.2,0.042,2.9,3,0
17,49,Female,East,One Year,Bank Transfer,1,1,1,0,104.38,5.8,2,5,24,0.2,0.395,3,4,0
16,31,Male,West,One Year,Credit Card,0,1,0,0,29.97,37.4,0,1,1,15.7,0.238,3.4,10,0
7,46,Female,Central,Month-to-Month,Credit Card,1,2,0,0,30.36,1,2,0,64,1,0.23,2.7,6,1
7,65,Male,East,Two Year,Credit Card,1,2,0,0,35.56,8.8,2,1,19,1.1,0.325,4.1,8,0
30,22,Female,North,One Year,Credit Card,0,2,0,0,25.78,11.9,2,2,6,10,0.383,3.5,4,0
